0,0,0,0,104,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,101,0,0,0,0
0,0,0,0,104,0,0,0,0,0
0,0,0,0,0,0,0,0,0,104
0,0,104,0,0,0,105,0,0,0
104,0,0,105,0,0,0,0,0,0
0,0,0,0,0,0,0,0,101,104
0,0,0,0,0,0,0,0,0,0
104,0,104,104,0,0,104,104,0,0
0,0,0,0,0,0,0,0,104,0
0,0,0,0,0,104,0,0,0,0
0,104,0,104,0,0,0,104,0,104
,0,0,0,0,0,0,0,0,0
0,104,0,0,104,0,0,0,0,0
0,0,0,,0,0,0,104,0,104
104,0,104,0,0,104,0,0,0,0
0,0,0,0,0,2,0,0,104,0
104,0,0,104,0,0,0,0,0,0
0,101,0,0,0,0,101,0,104,0
0,0,0,0,0,0,0,0,0,0
0,104,0,0,104,0,104,104,0,0
0,0,104,0,0,0,0,102,0,0
0,0,2,0,0,0,0,0,0,104
104,104,0,0,0,104,0,0,101,0
0,0,0,0,0,0,104,0,104,0
0,0,0,0,104,0,2,0,2,0
104,0,104,0,0,0,0,0,0,0
0,0,0,104,0,0,104,0,0,104
0,104,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,104,0,0
0,0,0,104,0,0,0,0,0,0
0,104,0,2,0,0,102,0,0,104
0,0,0,0,0,104,104,0,102,0
0,0,0,0,0,0,0,0,0,0
102,0,104,104,0,0,0,104,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,104,0,0,0,0
104,0,104,0,0,0,0,0,0,104
0,0,0,0,101,0,0,104,0,0
