0,0,0,0,0,0,0,0,0,0
0,105,0,105,0,0,105,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,105,0,0
1,0,101,1,0,104,0,0,0,0
1,0,0,0,0,0,0,104,0,1
0,0,0,0,0,104,0,0,0,0
0,104,0,0,0,0,104,0,0,2
0,0,0,104,0,0,0,0,0,1
1,0,0,0,0,0,1,103,0,0
0,0,104,0,0,0,0,0,0,0
0,102,0,0,2,0,0,0,103,1
0,1,0,0,0,0,0,0,0,0
0,0,2,0,0,1,0,102,0,0
1,0,0,4,0,0,0,0,0,103
0,0,0,0,0,0,0,0,0,1
0,0,0,0,102,0,0,0,103,0
2,0,0,0,0,0,0,0,0,0
0,105,0,0,0,0,0,0,0,102
0,0,0,0,0,0,0,0,0,0
1,0,0,0,104,0,1,0,1,0
0,0,104,0,2,0,0,0,0,0
102,0,0,0,0,0,0,103,0,0
1,0,0,0,102,0,0,0,0,2
0,0,0,105,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,101
0,0,0,0,105,0,0,0,0,0
0,0,10,0,0,0,105,0,105,103
0,0,104,104,0,0,0,0,0,0
103,0,2,0,104,1,0,0,0,0
0,0,0,0,0,0,0,104,0,104
103,0,0,104,0,0,104,0,0,  
0,104,0,0,0,104,0,0,0,0
0,0,0,0,0,2,0,0,4,0
104,0,104,0,104,0,0,0,104,1
0,0,0,0,0,0,0,0,0,1
0,104,0,104,0,0,104,101,104,0
101,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,101,0,0,0,0
