0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,105,0,0,0,105,0,0,0,1
1,0,0,105,0,0,0,0,0,0
0,0,0,0,0,0,102,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0
2,1,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,103
0,0,0,0,0,0,0,102,1,0
0,0,102,0,0,1,0,0,0,0
0,104,0,0,0,102,0,0,0,105
0,0,0,0,103,0,0,0,0,1
104,0,1,0,1,0,0,0,0,2
0,0,0,0,0,0,0,1,0,102
0,0,0,0,103,0,1,0,0,1
0,1,105,0,2,0,0,0,104,0
0,0,0,0,1,1,1,0,0,0
102,0,104,0,102,0,0,0,0,1
0,0,0,0,0,0,0,103,0,102
0,104,0,104,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0
104,0,104,0,0,105,0,105,0,0
0,0,0,105,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,102
0,105,0,0,0,105,0,104,0,1
0,0,0,105,0,0,0,0,0,0
0,0,0,2,0,0,104,0,101,0
104,0,104,0,105,0,0,0,0,0
0,0,0,0,0,0,104,104,0,0
1,0,102,104,0,0,0,0,0,1
0,0,0,0,102,104,0,0,0,1
1,0,0,0,1,0,0,1,102,0
0,0,0,0,0,0,0,0,0,0
0,102,1,0,0,0,1,0,1,2
0,0,0,0,1,0,0,0,0,105
0,1,0,1,0,1,0,105,0,1
0,0,0,0,0,0,0,0,0,0
