0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,102,0,0,0,4,0,0,0
102,0,0,0,104,0,0,0,0,0
0,0,104,0,0,0,0,0,104,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,105,0,0,0,0
0,0,0,1,0,0,0,0,0,102
102,0,1,0,0,0,104,0,0,0
0,0,0,1,3,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0
0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1
0,3,0,0,0,0,3,0,0,0
0,0,1,0,0,0,0,0,102,0
0,0,0,0,0,0,0,1,0,0
102,1,0,104,0,0,2,0,0,0
0,0,0,0,102,1,0,0,0,0
0,0,0,0,1,0,0,0,0,104
0,0,0,2,0,1,1,0,0,0
102,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,105,0,0,0,2,0,0,1,0
0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,102,0,2
0,0,102,2,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,1
0,102,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,102,0
0,0,0,0,0,102,0,0,0,0
0,102,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,102,0
102,0,0,0,0,102,0,0,0,0
