0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0
0,105,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,0,5,0
105,0,105,0,0,0,1,0,1,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0
104,0,0,0,0,104,0,0,0,0
0,0,,105,0,0,0,0,1,102
0,0,0,0,0,0,104,0,1,0
0,0,,0,0,104,0,0,0,0
0,1,0,105,0,0,0,0,0,0
0,0,0,0,0,0,0,104,0,0
0,0,104,0,104,0,104,0,2,2
0,0,0,0,0,0,0,0,0,0
0,105,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0
102,0,0,105,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,102,0,0,104
0,0,2,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0
0,0,104,0,104,0,104,0,104,0
0,1,0,0,0,0,1,102,1,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,104
0,0,0,102,0,104,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,102,1,0,1,0,1,0,1,2
0,0,104,0,104,0,104,0,104,0
0,0,0,0,0,0,0,0,0,0
0,105,0,0,0,105,0,0,0,105
0,0,0,0,0,0,0,0,0,0
105,0,0,105,0,0,105,0,0,105
0,0,0,0,0,0,0,0,0,0
